,rpm,u_hp,Q_pcm,soc,outdoor_temp,e_price,load,u_pcm,e,EER
962,1566.4223286773079,1.0,0.0,0.5449932180449404,20.0625,0.08011,0.0,0.0,0.0,7.734442267870972
963,2891.357686496977,0.0,1.25,0.30720232688781757,20.0375,0.08011,0.0,1.0,0.0,8.60884601355259
964,1757.8119105699016,0.0,0.0,0.38964437165278665,20.0124999999999,0.08324,0.0,0.0,0.0,8.282652321956968
965,2743.524440009391,1.0,0.0,0.28551824797628045,19.9875,0.08324,0.0,0.0,0.0,8.853510806526184
966,1819.8808570470133,0.0,1.25,0.6373557839914982,19.9624999999999,0.08324,0.0,1.0,0.0,8.438956925512834
967,1722.170686132693,0.0,0.0,0.6201142073129436,19.9375,0.08324,0.0,0.0,0.0,8.211736815189868
968,2623.740365534035,1.0,1.25,0.9189135167325151,19.9124999999999,0.08073000000000001,0.0,1.0,0.0,8.999571502798968
969,1453.874439783564,1.0,1.25,0.632066828941896,19.8874999999999,0.08073000000000001,0.0,1.0,0.0,7.3974385815464405
970,1822.2378114901107,1.0,1.25,0.16189411714665491,19.8625,0.08073000000000001,0.0,1.0,0.0,8.468702689153412
971,1936.3453427085092,0.0,0.0,0.5668830163310071,19.8374999999999,0.08073000000000001,0.0,0.0,0.0,8.700613089681287
972,2585.129039547932,1.0,0.0,0.6518269700102681,19.8125,0.08628000000000001,0.0,0.0,0.0,9.053744712270657
973,1687.5293669860228,0.0,0.0,0.3327190405693342,19.8,0.08628000000000001,0.0,0.0,0.0,8.154144638589319
974,1289.6883703787653,0.0,1.25,0.6811162233377488,19.8,0.08628000000000001,0.0,1.0,0.0,6.778768295707948
975,1910.7204716975377,1.0,0.0,0.3419140295993207,19.8,0.08628000000000001,0.0,0.0,0.0,8.66344079625111
976,1456.750375425631,1.0,1.25,0.22486502662591257,19.8,0.08628000000000001,0.0,1.0,0.0,7.429277289927334
977,2762.185530358842,0.0,0.0,0.379409780699004,19.7875,0.08628000000000001,0.0,0.0,0.0,8.877894586872427
978,1720.881555857593,0.0,1.25,0.14750842230346395,19.7624999999999,0.08628000000000001,0.0,1.0,0.0,8.25147686420539
979,2251.0175823542263,0.0,1.25,0.741779571342714,19.7375,0.08628000000000001,0.0,1.0,0.0,9.092506016873381
980,1997.2879210536325,1.0,1.25,0.6309513132017095,19.7124999999999,0.08628000000000001,0.0,1.0,0.0,8.831820245805762
981,1964.463031642318,1.0,0.0,0.5858056179171212,19.75,0.08628000000000001,0.0,0.0,0.0,8.7702394246448
982,2512.550011981576,1.0,1.25,0.7475312332645822,19.85,0.08628000000000001,0.0,1.0,0.0,9.084835959627037
983,1987.6237428742847,0.0,1.25,0.14452540532757263,19.9499999999999,0.08628000000000001,0.0,1.0,0.0,8.758369590474352
984,2012.6810513938226,1.0,1.25,0.8591824744767607,20.05,0.11140000000000001,0.0,1.0,0.0,8.771979750517904
985,2098.476857824553,1.0,1.25,0.3982846443296345,20.1875,0.11140000000000001,0.0,1.0,0.0,8.850901472996025
986,2134.1225145588523,0.0,1.25,0.4008028509054601,20.3625,0.11140000000000001,0.0,1.0,0.0,8.846899489516437
987,2083.189816413219,1.0,0.0,0.03310958650123519,20.5375,0.11140000000000001,0.0,0.0,0.0,8.748002078084536
988,1873.4465020067828,0.0,1.25,0.5787845249584468,20.7124999999999,0.1034,0.0,1.0,0.0,8.369506854653812
989,2180.4821701327346,0.0,1.25,0.20241797370570225,20.8999999999999,0.1034,0.0,1.0,0.0,8.760457462766336
990,2510.6127408649427,0.0,1.25,0.5748208945736711,21.1,0.1034,0.0,1.0,0.0,8.783409699405752
991,2326.611300458995,0.0,0.0,0.6198415123057227,21.3,0.1034,0.0,0.0,0.0,8.747582225991648
992,1373.7121530413783,0.0,1.25,0.4783623266303926,21.5,0.0877,0.06782013642951626,1.0,0.010107099878374548,6.710148039065711
993,2103.4381178152876,1.0,1.25,0.10977213890977089,21.7,0.0877,0.2552105006584618,1.0,0.03003993576775216,8.495707268869396
994,2263.2105017131357,1.0,1.25,0.5593861644565461,21.8999999999999,0.0877,0.27317601965789445,1.0,0.031833420102120126,8.581422253140207
995,1252.4631783550617,1.0,0.0,0.9878506801837147,22.1,0.0877,0.28341471105999794,0.0,0.04668489788260451,6.070800706744236
996,1989.1937002910731,1.0,-0.0,0.8919336515974393,22.2999999999999,0.08495,0.3747120776258429,0.0,0.04567940909987174,8.203085044436248
997,2298.9150154065383,0.0,-0.0,0.9234871267085617,22.5,0.08495,0.07757315364904743,0.0,0.009169641296932311,8.459780610502115
998,2622.2118279424617,1.0,-0.0,0.24855034280163935,22.6999999999999,0.08495,0.08660192485005366,0.0,0.01038052792240193,8.342728375419178
999,1898.3209978801433,1.0,-0.0,0.6667953442087003,22.8999999999999,0.08495,0.34080978199518336,0.0,0.04309073991808037,7.909118818639351
1000,2586.9283361521,0.0,-0.0,0.9007446840595363,23.1,0.082,0.43733601312911385,0.0,0.052820303666661045,8.279695169665414
1001,2007.442717708272,1.0,-1.25,0.2754215755768731,23.2875,0.082,0.3621897099238507,1.0,0.045229211345111056,8.007871443086763
1002,2616.6750740069056,0.0,-1.25,0.9602516458073203,23.4624999999999,0.082,0.6735486235409396,1.0,0.0823759722972594,8.17651803987688
1003,2126.7166001603246,1.0,-1.25,0.6556332672127135,23.6374999999999,0.082,0.6910376710102792,1.0,0.08550743380544105,8.081609285370774
1004,2085.5972693573917,0.0,-1.25,0.5406977495038433,23.8125,0.07977,1.068578450256973,1.0,0.1336200733710959,7.997140124966606
1005,2600.6466017464345,0.0,-1.25,0.8784856133553113,23.9749999999999,0.07977,0.7464325429960668,1.0,0.09242018568880442,8.07650988182864
1006,1776.942869650958,1.0,-0.0,0.2687301764151929,24.125,0.07977,1.0442341280647474,0.0,0.14151228308941544,7.379105935312636
